annotation_id,date,platform,content
260,2024-04-10 21:57:07,youtube,Nggak selalu.<br>Makanya cek gula darah nya
261,2019-01-13 16:41:49,youtube,pernah sakit maag gak?
262,2019-02-28 09:10:58,youtube,makan banyak sayuran.... pastikan setiap makan ada sayur..... sayur yang kita makan akan memastikan setiap karbohidrat yang dimakan walaupun berlebih tidak akan menjadi diabetes.... <br><br><br>kalau tidak makan sayur bisa dipastikan bahwa satu saat anda akan mengidap penyakit diabetes dan saya juga
263,2019-03-30 10:24:08,youtube,"betul , bisa dipastikan"
264,2024-10-12 19:50:50,youtube,we need you to be standing up and explain it on a white board with your diagrams
265,2023-02-13 19:09:15,youtube,Yang pikiran bang .
266,2023-04-02 19:11:52,youtube,1. Apa penyebab diabetes melitus sebenarnya?<br>2. Apa penyebab diabetes melitus kering atau basah?
267,2023-05-30 21:12:38,youtube,"😂TKS , saya sering gatal2 . Semoga bukan diabetes , saya akan giat ber olah raga . Mulai esok , berat badan saya lebih dari normal . Dari ibu Yanti E Sumalgo , Ambon ."
268,2018-05-29 13:37:32,youtube,Kalo diabetes tipe 1 itu dari pola makan kah?
269,2023-01-19 06:28:12,youtube,"Dokter sy tiba-tiba naik gula darah, ada dua jari telunjuk gk bs di lipat (mengengam ) apa yg hrs sy lakukan Dokter sy betul kaget sedih tlg solusinya trimakasih"
270,2019-10-02 10:10:51,youtube,"Gak papa Klo ketemu pacar manis, Dokternya receh🤣"
271,2025-07-03 00:10:00,youtube,Thank you Zach. I have read these topics severally wasn&#39;t sticking and didn&#39;t get this level of flexibility with my understanding of them
272,2021-03-22 20:10:38,youtube,"diabetes melitus penyakit degeneratif, jd bukan muncul tiba2. maka bisa dicegah melalui gaya hidup yg baik dan benar, dan sekarang bisa &quot;menyerang&quot; usia muda loh"
273,2026-03-16 14:50:06,youtube,"Loved this lecture, was so cleaaan!"
274,2019-08-06 13:28:50,youtube,"siang dokter,,,,kemarin saya medical,,,,tp hasilnya glukosa 3+ apakah benar saya sudah terkena diabetes yg sudah parah,, trima kasih 🙏🙏🙏"
275,2022-10-18 09:57:40,youtube,@Flower_Road5 jika Allah berkehendak bisa apa
276,2023-01-16 07:11:14,youtube,Gula darah acak ( TDK puasa ) harus dibawah 140<br>Gula darah puasa di bawah 100
277,2025-03-01 03:43:15,youtube,thank you sooooo much!
278,2018-08-04 14:55:04,youtube,"Thanks doctor, moga bermanfaat"
279,2018-01-04 10:06:28,youtube,Pembahasan ini yg sy tunggu...thx
280,2018-10-21 05:15:37,youtube,Klw aq ktmu cewek manis takut kna DIABET doc xixixixi
281,2021-03-22 19:54:29,youtube,Bagaimana cara menormalkan gula darah atau pancreas yg baik ? Sayapernah lihat iklan nama Obat gula yg normalkan pancreas yaitu. Obat herbal namanya . MASAKI. Mohon infonya saya rencana beli !
282,2018-01-12 11:18:25,youtube,"Dok mau tanya, kalau patofisiologi dari DM ke CKD sendiri itu jelasnya seperti apa ya? Apakah dapat disimpulkan, konsistensi darah pada penderita dm menjadi kental seperti air yg diberi gula? Dan apakah kapiler glomerulus mengalami kerusakan karena darah pasien dm yg kental itu atau bagaimana ya? Mohon jawabannya. Terimakasih sebelumnya"
283,2018-01-04 02:46:07,youtube,slm dok ya dok benar itu
284,2019-08-16 08:33:39,youtube,Kenapa ada aja jokes ini wkwkl
285,2022-01-30 08:01:07,youtube,Klo ada keluhan diabetes coba WA aku bun... Aku ada solusinya
286,2019-12-23 09:02:55,youtube,"Dok kalo sari tebu, apa bisa menyrbabkan diabetes"
287,2018-01-03 18:33:05,youtube,"mksh dok..atas ilmuny,, bagi link ny dok..sya mau"
288,2024-05-24 14:16:04,youtube,You lectures are directly going into the brain when you are explaining on whiteboard with your brilliant hands. So please keep up on whiteboard
289,2019-08-23 14:00:46,youtube,Dok apa benar jika kurang tidur bisa menimbulkan gejala seperti diabetes?
290,2020-02-12 17:34:01,youtube,Terimakasih atas penjelasan dr Sung sangat berguna banget buatkami
291,2021-05-05 17:26:21,youtube,Saya tidak haus tidak lapar tpi kna gula darah
292,2022-11-01 19:45:08,youtube,"dok, jempol dan jari jari kaki saya selalu seperti ditusukk tusuk jarum dan telapak kaki saya panas. dan sudah berlangsung berbulan bulan. itu penyakit apa ya? asam urat, rematik atau gula darah? obatnya apa? thanks dok."
293,2023-10-29 18:26:06,youtube,"Trmksh dok penjelasanya ,,saya umur 55sering gatal gatal d seluruh tubuh ,,"
294,2024-10-02 06:27:50,youtube,Pagi dok.sya suda 4 thn sya kna diabetes 3 bln lalu sya drawat seblum drawat sya tdk perna sesak minggy sya pulang ko sya jadi sedak knpa yadok trmkasi
295,2026-01-02 03:26:43,youtube,Please revert back to white board and markers
296,2020-04-29 06:53:09,youtube,"<a href=""https://www.youtube.com/watch?v=6pl2m78Hmm0"">https://youtu.be/6pl2m78Hmm0</a>"
297,2026-01-22 22:12:13,youtube,So thankful
298,2019-07-11 16:41:48,youtube,"Sekitar 2 bulan yang lalu saya punya keluarga yang menderita diabetes. Beliau mengalami luka dibagian kaki dan tak kunjung sembuh, sampai akhirnya beliau dibawa ke Rumah sakit. Tetapi sekitar 1 bulan lebih tidak ada perkembangan sama sekali dan lukanya bertambah parah. Dokter menyarankan untuk amputasi saja supaya lukanya tidak menjalar kemana-mana, pihak keluarga keberatan untuk dilakukan amputasi dan meminta untuk pulang ke rumah. Disitulah saya menyarankan untuk mencoba konsumsi produk tiens : shutang, calsium, diacont, dan chitin chitosan kurang lebih 20 hari luka yang tadinya membusuk mulai membaik. Satu bulan kemudian lukanya benar-benar sembuh total dan beliau sudah bisa jalan lagi sekarang. Produk tiens memang luar biasa dahsyat. Karena telah terbukti khasiatnya. Jadi saya disini berbagi info untuk anda yang mempunyai keluhan diabetes.. Untuk info lebih lengkap tentang produk at dmna dpt membelinya bisa hub 085298902358 ......"
299,2018-01-28 09:09:25,youtube,"Gpp makan nasi tp ganti sm nasi merah, perbanyak makan sayuran hijau, tiap bangun tidur minum air hangat lgsg olah raga, makan setiap 6jam, kalau sarapan pagi jam 6 berarti makan siang jam 12, makan sore jam 18.00,.berhenti ngemil, mengunyah makanan hrs lembut 32x biar pencernaan g bekerja extra"
